word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
perpetuate,perpetuate,pә'petjueit,v. cause to continue or prevail,"vt. 使永存, 使不朽, 保持",v:100,1,0,toefl gre,9734,7642,perpetuate
doubly,doubly,'dʌbli,"r. to double the degree
r. in a twofold manner","adv. 加倍地, 双重地
[计] 双地",r:100,1,0,,9736,13332,doubly
delicacy,delicacy,'delikәsi,"n. refined taste; tact
n. smallness of stature
n. subtly skillful handling of a situation","n. 细软, 精致, 精美的食品, 娇气, 微妙, 棘手, 娇弱, 灵敏, 灵巧",n:100,1,0,cet6 gre,9737,11228,delicacy
accentuate,accentuate,æk'sentjueit,"v to stress, single out as important
v put stress on; utter with an accent","vt. 以重音念, 强调, 重读",v:100,1,0,toefl gre,9738,10880,accentuate
rubble,rubble,'rʌbl,n the remains of something that has been destroyed or broken up,"n. 粗石, 碎砖, 粗石堆",n:100,1,0,toefl gre,9739,7549,rubble
roadside,roadside,'rәudsaid,n edge of a way or road or path,"n. 路旁, 路边
a. 路边的",n:100,1,0,,9740,7439,roadside
ripple,ripple,'ripl,"n. a small wave on the surface of a liquid
n. (electronics) an oscillation of small amplitude imposed on top of a steady value
v. stir up (water) so as to form ripples
v. flow in an irregular current with a bubbling noise","n. 涟波, 涟漪, 波纹, 粗钢梳
vt. 使起涟漪
vi. 起微波, 起潺潺声",v:34/n:66,1,0,cet6 ielts gre,9741,8123,ripple
relegate,relegate,'religeit,"v. refer to another person for decision or judgment
v. assign to a class or kind","vt. 驱逐, 使降低地位, 把...归类, 把...委托给
[法] 流放, 判流放刑, 驱逐",v:100,2,0,cet6 gre,9742,9699,relegate
diversify,diversify,dai'vә:sifai,"v. make (more) diverse
v. spread into new habitats and produce variety or variegate
v. vary in order to spread risk or to expand","vt. 使多样化, 使变化",v:100,2,0,cet6 toefl,9746,8552,diversify
windy,windy,'windi,"s. resembling the wind in speed, force, or variability","a. 多风的, 风强的, 腹胀的, 吹牛的",j:100,1,0,zk gk cet6 gre,9747,8867,windy
rewrite,rewrite,ri:'rait,"n. something that has been written again
v. write differently; alter the writing of
v. rewrite so as to make fit to suit a new or different purpose","vt. 重写, 改写, 改写新闻, 书面答复
vi. 修改旧作
n. 改写的作品
[计] 重写",v:100,1,0,gk,9748,7628,rewrite
reinstate,reinstate,.ri:in'steit,v. restore to the previous state or rank,"vt. 使复原, 使恢复, 使复立",v:100,1,0,gre,9749,10892,reinstate
lighter,lighter,'laitә,"n. a device for lighting or igniting fuel or charges or fires
v. transport in a flatbottom boat","n. 点火者, 点灯工人, 打火机, 驳船
vt. 以驳船搬运",n:100,1,0,cet6,9751,8206,lighter
jumble,jumble,dʒʌmbl,"n. small flat ring-shaped cake or cookie
v. be all mixed up or jumbled together
v. assemble without order or sense","vi. 搀杂, 混杂
vt. 搞乱, 使混乱
n. 混乱, 薄饼",v:24/n:76,1,0,toefl ielts gre,9752,13914,jumble
cradle,cradle,'kreidl,"n. a baby bed with sides and rockers
n. birth of a person
v. hold gently and carefully
v. bring up from infancy","n. 摇篮, 发祥地, 孩提时代
vt. 放在摇篮内, 抚育
vi. 刈割",v:44/n:56,1,0,cet6 ky ielts,9753,8639,cradle
battlefield,battlefield,'bætlfi:ld,n. a region where a battle is being (or has been) fought,"n. 战场, 沙场",n:100,2,0,,9755,6003,battlefield
untidy,untidy,.ʌn'taidi,a. not neat and tidy,"a. 不整齐的, 懒散的, 混乱的",j:100,1,1,,9756,23636,untidy
motorcycle,motorcycle,'mәutәsaikl,n. a motor vehicle with two wheels and a strong frame,"n. 摩托车
[机] 机动车, 机踏车, 摩托车",v:3/n:97,1,1,zk gk ielts,9757,6059,motorcycle
floral,floral,'flɒ:rәl,"s. resembling or made of or suggestive of flowers
a. relating to or associated with flowers
a. of or relating to the plant life in a particular region","a. 花似的, 花的, 植物的",j:100,1,0,toefl,9758,8357,floral
chilly,chilly,'tʃili,"s. not characterized by emotion
s. appreciably or disagreeably cold
s. lacking warmth of feeling","a. 寒冷的, 冷淡的, 不友好的
[建] 番椒, 冷",j:100,1,0,toefl,9759,8438,chilly
assent,assent,ә'sent,"n. agreement with a statement or proposal to do something
v. to agree or express agreement","n. 赞成
vi. 同意",v:23/n:77,1,0,gre,9760,16073,assent
propel,propel,prәu'pel,v. cause to move forward with force,"vt. 推进, 驱使
[机] 推进",v:100,1,0,cet6 ky toefl ielts gre,9762,6618,propel
postage,postage,'pәustidʒ,"n. the charge for mailing something
n. a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid","n. 邮资
[经] 邮费, 邮资",n:100,1,0,gk cet4 cet6 ky toefl ielts,9763,13293,postage
fuse,fuse,fju:z,"n. an electrical device that can interrupt the flow of electrical current when it is overloaded
n. any igniter that is used to initiate the burning of a propellant
v. become plastic or fluid or liquefied from heat
v. equip with a fuse; provide with a fuse","n. 保险丝, 导火线
v. 熔化, 融合",n:46/v:54,1,0,cet6 ky toefl ielts,9764,10364,fuse
tack,tack,tæk,"n. the heading or position of a vessel relative to the trim of its sails
n. a short nail with a sharp point and a large head
n. (nautical) the act of changing tack
n. sailing a zigzag course","n. 平头钉, 大头钉, 粗缝针脚, 行动方针, 食物
vt. 以大头针钉住, 附加",n:43/v:57,2,0,cet6 gre,9765,10013,tack
overtime,overtime,'әuvәtaim,"n. work done in addition to regular working hours
n. playing time beyond regulation, to break a tie
r. beyond the regular time","n. 超时, 加班, 延长时间
a. 超时的, 加班的
adv. 加班地
vt. 使超过时间",r:32/n:68,1,0,cet4 cet6 ky toefl,9766,8317,overtime
orphan,orphan,'ɒ:fәn,"n. a child who has lost both parents
n. someone or something who lacks support or care or supervision
n. the first line of a paragraph that is set as the last line of a page or column
n. a young animal without a mother","n. 孤儿
a. 无双亲的, 孤儿的
vt. 使成孤儿
[计] 弧体",v:3/n:97,1,0,cet4 cet6 ky,9767,7521,orphan
woo,woo,wu:,"v. seek someone's favor
v. make amorous advances towards","vt. 追求, 向...求爱, 恳求
vi. 求爱, 央求",v:100,2,0,gk gre,9768,8645,woo
compulsion,compulsion,kәm'pʌlʃәn,"n. an urge to do or say something that might be better left undone or unsaid
n. an irrational motive for performing trivial or repetitive actions, even against your will
n. using force to cause something to occur","n. 强迫, 强制
[医] 强迫",n:100,1,0,gre,9770,12079,compulsion
splendour,splendour,'splendә,"n a quality that outshines the usual
n the quality of being magnificent or splendid or grand","n. 光辉, 壮丽, 显赫",,1,0,,9772,0,splendour
stately,stately,'steitli,s. of size and dignity suggestive of a statue,"a. 庄严的, 宏伟的",j:100,1,0,toefl,9774,11435,stately
sombre,sombre,'sɔmbә(r),"s lacking brightness or color; dull
s grave or even gloomy in character","a. 昏暗的, 阴沉的, 阴暗的, 忧郁的, 暗淡的, 浅黑的",j:100,1,0,,9775,35855,sombre
rigour,rigour,'rigә,"n the quality of being valid and rigorous
n something hard to endure
n excessive sternness","n. 严格, 严厉, 苛刻, 严酷, 严密, 精确",,1,0,ky,9776,0,rigour
puff,puff,pʌf,"n. a short light gust of air
n. a light inflated pastry or puff shell
n. exaggerated praise (as for promotional purposes)
n. a slow inhalation (as of tobacco smoke)","n. 一阵喷烟, 肿块, 喘息
v. 喷出, 张开, 吹捧, (使)充气, 喘气, (使)骄傲, (使)膨胀",v:43/n:57,1,0,cet4 cet6 ky,9777,8283,puff
outright,outright,'autrait,"s. without reservation or exception
r. without restrictions or stipulations or further payments
r. without reservation or concealment","a. 率直的, 完全的, 总共的, 直率的
adv. 完全地, 率直地, 立刻地, 一直向前",r:43/j:57,2,0,toefl ielts,9778,8853,outright
outnumber,outnumber,.aut'nʌmbә,v. be larger in number,"vt. 数目超过, 比...多",v:100,1,0,,9779,9186,outnumber
animated,animated,'ænimeitid,"a. having life or vigor or spirit
s. made to appear to move as living creatures do","a. 活生生的, 能活动的, 活泼的, 欢快的",j:100,2,0,toefl gre,9780,6729,animated
vogue,vogue,vәug,"n. the popular taste at a given time
n. a current state of general acceptance and use","n. 时尚, 时髦, 流行
a. 流行的, 时髦的",n:100,2,0,toefl ielts gre,9781,14657,vogue
thrilled,thrilled,θrɪld,s. feeling intense pleasurable excitement,"a. 非常兴奋的; 极为激动的
vt. “thrill”的过去式和过去分词",j:100,1,0,,9782,16872,thrilled
awesome,awesome,'ɒ:sәm,s inspiring awe or admiration or wonder,"a. 引起敬畏的, 可怕的",j:100,1,0,gk,9785,6337,awesome
stout,stout,staut,"n. a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops
n. a garment size for a large or heavy person","a. 结实的；矮胖的；勇敢的；激烈的
n. 矮胖子；烈性啤酒",j:70/n:30,1,0,gk cet6 toefl gre,9786,13326,stout
quarterly,quarterly,'kwɔ:tәli,"n. a periodical that is published every quarter (or four issues per year)
a. of or relating to or consisting of a quarter
r. in diagonally opposed quarters of an escutcheon
r. in three month intervals","a. 季度的, 按季度的, 每季的
adv. 按季, 每三个月, 每季一次
n. 季刊",r:13/j:75/n:12,2,0,cet4 cet6 ky toefl ielts,9787,11417,quarterly
poultry,poultry,'pәultri,n. flesh of chickens or turkeys or ducks or geese raised for food,n. 家禽,n:100,1,0,cet6 ky toefl ielts,9788,7625,poultry
peanut,peanut,'pi:nʌt,"n. underground pod of the peanut vine
n. widely cultivated American plant cultivated in tropical and warm regions; showy yellow flowers on stalks that bend over to the soil so that seed pods ripen underground
n. a young child who is small for his age
n. pod of the peanut vine containing usually 2 nuts or seeds; `groundnut' and `monkey nut' are British terms","n. 花生, 小人物, 极小的数额
a. 渺小的, 微不足道的",n:100,1,0,ky,9789,4627,peanut
oval,oval,'әuvәl,"n a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it
s rounded like an egg","n. 椭圆形
a. 卵形的, 椭圆形的",j:73/n:27,2,0,gk cet4 cet6 ky toefl ielts,9791,6604,oval
niche,niche,nitʃ,"n. a position particularly well suited to the person who occupies it
n. (ecology) the status of an organism within its environment and community (affecting its survival as a species)","n. 壁龛
vt. 放入壁龛, 安顿",n:100,1,0,toefl gre,9792,5822,niche
misuse,misuse,.mis'ju:z,n. improper or excessive use,"n. 误用, 滥用
vt. 误用, 滥用, 虐待",v:43/n:57,1,0,ielts,9793,12039,misuse
hysterical,hysterical,his'terikәl,s. marked by excessive or uncontrollable emotion,"a. 歇斯底里的, 异常兴奋的
[医] 癔病的, 歇斯底里的",j:100,1,0,cet6 ky ielts,9795,9244,hysterical
humane,humane,hju:'mein,"a. marked or motivated by concern with the alleviation of suffering
s. showing evidence of moral and intellectual advancement","a. 有人情的, 人道的, 仁慈的",j:100,1,0,toefl gre,9796,8511,humane
foreseeable,foreseeable,'fɒ:'si:әbl,s. capable of being anticipated,"a. 可预知的, 能预测的
[法] 可预见的, 可预料的",j:100,1,0,ky,9797,11604,foreseeable
blessed,blessed,'blesid,"a. highly favored or fortunate (as e.g. by divine grace)
s. worthy of worship
s. enjoying the bliss of heaven
s. characterized by happiness and good fortune","a. 神圣的, 受祝福的
bless的过去式和过去分词",j:100,1,0,,9799,8050,blessed
unequal,unequal,.ʌn'i:kwәl,a. poorly balanced or matched in quantity or value or measure,"a. 不相等的, 不规则的, 不能胜任的
[经] 不平均的, 不等的",j:100,1,0,,9802,10746,unequal
symbolism,symbolism,'simbәlizm,"n. a system of symbols and symbolic representations
n. the practice of investing things with symbolic meaning
n. an artistic movement in the late 19th century that tried to express abstract or mystical ideas through the symbolic use of images","n. 象征主义, 符号论
[医] 象征主义",n:100,1,0,toefl,9803,9014,symbolism
pertinent,pertinent,'pә:tinәnt,s. having precise or logical relevance to the matter at hand,"a. 相关的, 中肯的, 切题的
[法] 恰当的, 有关的",j:100,1,0,cet6 toefl ielts gre,9804,9895,pertinent
locked,locked,lɔkt,"v fasten with a lock
v keep engaged
v become rigid or immoveable
v hold in a locking position
v become engaged or intermeshed with one another
v hold fast (in a certain state)
v place in a place where something cannot be removed or someone cannot escape
v pass by means through a lock in a waterway
v build locks in order to facilitate the navigation of vessels",a. 上锁的；不灵活的；下定决心的,j:100,2,0,,9805,10214,locked
fencing,fencing,'fensiŋ,n. the art or sport of fighting with swords (especially the use of foils or epees or sabres to score points under a set of rules),"n. 围墙, 剑术
[法] 围栏, 买卖赃物, 辩论",n:100,1,0,toefl gre,9806,11834,fencing
faithfully,faithfully,'feiθfuli,r. in a faithful manner,"adv. 忠实地, 诚心诚意地, 深信着地",r:100,2,1,,9807,12244,faithfully
casting,casting,'kɑ:stiŋ,"n. the act of throwing a fishing line out over the water by means of a rod and reel
n. the choice of actors to play particular roles in a play or movie","n. 投掷, 铸成品, 角色分配
[化] 浇铸; 铸品",n:100,1,0,toefl,9808,7940,casting
broom,broom,bru:m,"n. a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle
n. any of various shrubs of the genera Cytisus or Genista or Spartium having long slender branches and racemes of yellow flowers
v. finish with a broom","n. 扫帚, 金雀花
vt. 扫除",n:100,1,0,gk cet4 cet6 ky,9809,9418,broom
prophecy,prophecy,'prɒfәsi,"n. knowledge of the future (usually said to be obtained from a divine source)
n. a prediction uttered under divine inspiration","n. 预言, 预言能力",n:100,1,0,cet6 ielts gre,9814,9417,prophecy
foreman,foreman,'fɒ:mәn,"n. a person who exercises control over workers
n. a man who is foreperson of a jury","n. 领班, 工头, 陪审长
[经] 领班, 工头",n:100,1,0,,9815,10961,foreman
vent,vent,vent,"n. a hole for the escape of gas or air
n. external opening of urinary or genital system of a lower vertebrate
n. a fissure in the earth's crust (or in the surface of some other planet) through which molten lava and gases erupt
n. a slit in a garment (as in the back seam of a jacket)","n. 排气口, 出口, 通风孔, 发泄
vt. 发泄, 排出, 给...开孔",v:34/n:66,1,0,cet6 toefl ielts gre,9816,7608,vent
deceased,deceased,di'si:st,"n someone who is no longer alive
v pass from physical life and lose all bodily attributes and functions necessary to sustain life
s dead","a. 已故的
n. 死者",j:87/n:13,1,0,,9817,8522,deceased
initiation,initiation,i.niʃi'eiʃәn,"n. a formal entry into an organization or position or office
n. the act of starting something for the first time; introducing something new","n. 开始, 指引, 入会
[化] 引发",n:100,1,0,,9818,8102,initiation
variously,variously,'veәriәsli,r. in diverse ways,"adv. 各种各样, 种种, 不同, 多方面, 多才多艺, 许多, 各个, 个别, 杂色, 彩色",r:100,1,0,,9819,13051,variously
plum,plum,plʌm,"n. any of several trees producing edible oval fruit having a smooth skin and a single hard stone
n. any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit
n. a highly desirable position or assignment",n. 李子,n:100,1,0,,9821,7666,plum
ingenuity,ingenuity,.indʒi'nju:iti,n. the property of being ingenious,"n. 心灵手巧, 精巧, 精巧设计",n:100,1,0,cet6 gre,9822,11595,ingenuity
grease,grease,gri:s,"n. a thick fatty oil (especially one used to lubricate machinery)
v. lubricate with grease","n. 脂肪, 兽脂, 油脂, 贿赂
vt. 涂脂于, 贿赂",v:22/n:78,1,0,cet6 ky toefl ielts gre,9823,7921,grease
devour,devour,di'vauә,"v. destroy completely
v. enjoy avidly
v. eat immoderately
v. eat greedily","vt. 吞食, 挥霍, 吞没",v:100,1,0,cet6 toefl ielts gre,9824,8478,devour
decidedly,decidedly,di'saididli,r. without question and beyond doubt,"adv. 决定了, 坚决, 明显, 显而易见, 显然, 明确, 果断, 毫无疑问",r:100,1,0,cet6,9825,8222,decidedly
unbearable,unbearable,.ʌn'bєәrәbl,a incapable of being put up with,"a. 无法忍受的, 承受不住的",j:100,1,0,gk cet4 cet6 toefl,9826,10284,unbearable
thicken,thicken,'θikәn,"v. make thick or thicker
v. become thick or thicker
v. make viscous or dense","vi. 变浓, 变厚, 变得模糊, 变为复杂
vt. 使变厚, 加强, 使模糊",v:100,1,0,cet6,9828,8485,thicken
reel,reel,ri:l,"n. a roll of photographic film holding a series of frames to be projected by a movie projector
n. music composed for dancing a reel
n. winder consisting of a revolving spool with a handle; attached to a fishing rod
n. a lively dance of Scottish Highlanders; marked by circular moves and gliding steps","n. 卷轴, 一卷, 纺车, 旋转, 蹒跚
vt. 卷...于轴上, 绕, 使旋转
vi. 蹒跚地走, 旋转, 眩晕, 摇晃, 退缩
[计] 卷; 盘",n:46/v:54,3,0,cet4 cet6 ky toefl ielts gre,9829,7527,reel
involuntary,involuntary,in'vɒlәntәri,"a. not subject to the control of the will
a. controlled by the autonomic nervous system; without conscious control","a. 自然而然的, 无意识的, 不知不觉的, 偶然的, 不随意的
[医] 不随意的",j:100,1,0,toefl gre,9830,11042,involuntary
connotation,connotation,.kɒnәu'teiʃәn,n. an idea that is implied or suggested,"n. 含蓄, 内涵",n:100,1,0,ky gre,9831,11350,connotation
bust,bust,bʌst,"n. a sculpture of the head and shoulders of a person
n. an occasion for excessive eating or drinking","n. 半身像, 胸部, 失败, 殴打
vt. 使爆裂, 使破产
vi. 爆裂, 破产
[计] 操作错",n:41/j:6/v:53,2,0,toefl ielts gre,9832,6688,bust
brighten,brighten,'braitn,v. make lighter or brighter,"vi. 变亮, 活跃
vt. 使生辉, 使快活",v:100,1,0,cet4 toefl,9833,7814,brighten
booth,booth,bu:θ,"n. a table (in a restaurant or bar) surrounded by two high-backed benches
n. small area set off by walls for special use
n. United States actor and assassin of President Lincoln (1838-1865)
n. a small shop at a fair; for selling goods or entertainment","n. 亭, 摊棚
[经] 货摊, 电话间",n:100,1,0,gk cet4 cet6 ky ielts,9834,4300,booth
belongings,belongings,bi'lɒŋiŋz,"n something owned; any tangible or intangible possession that is owned by someone; 
n happiness felt in a secure relationship
v be owned by; be in the possession of
v be suitable or acceptable
v be in the right place or situation
v be rightly classified in a class or category
v be a member, adherent, inhabitant, etc. (of a group, organization, or place)
v be a part or adjunct","n. 财产, 所有物, 相关事物
[经] 财产, 所有物, 附属物",n:100,1,0,gre,9835,9215,belongings
siren,siren,'saiәrin,"n. a sea nymph (part woman and part bird) supposed to lure sailors to destruction on the rocks where the nymphs lived
n. a warning signal that is a loud wailing sound
n. an acoustic device producing a loud often wailing sound as a signal or warning
n. eellike aquatic North American salamander with small forelimbs and no hind limbs; have permanent external gills","n. 女海妖, 妖女, 警报器, 汽笛, 迷人的美女
a. 诱惑的
vi. 响着警报器前进",n:100,1,0,cet6 ky gre,9836,6750,siren
nudge,nudge,nʌdʒ,"n. a slight push or shake
v. to push against gently
v. push into action by pestering or annoying gently","n. 用肘轻推, 推动, 讨厌家伙",n:13/v:87,1,0,gre,9837,7726,nudge
individuality,individuality,'indi.vidʒu'æliti,n. the quality of being individual,"n. 个性, 个人, 特征",n:100,1,0,,9838,10589,individuality
householder,householder,'haushәuldә,n someone who owns a home,"n. 一家之主, 家长, 户长
[法] 户主, 家长, 住",n:100,1,0,,9839,27489,householder
eternity,eternity,i'tә:niti,"n. time without end
n. a state of eternal existence believed in some religions to characterize the afterlife
n. a seemingly endless time interval (waiting)","n. 永远, 来世, 不朽",n:100,1,0,,9841,8376,eternity
disused,disused,,s. no longer in use,"a. 不用, 废弃",j:100,1,0,,9842,30428,disused
deploy,deploy,di'plɒi,"v. place troops or weapons in battle formation
v. to distribute systematically or strategically","v. 展开, 配置",v:100,2,0,cet6,9843,4495,deploy
crocodile,crocodile,'krɒkәdail,n. large voracious aquatic reptile having a long snout with massive jaws and sharp teeth and a body covered with bony plates; of sluggish tropical waters,n. 鳄鱼,n:100,1,0,ielts,9844,10171,crocodile
comb,comb,kәum,"n. a flat device with narrow pointed teeth on one edge; disentangles or arranges hair
n. the fleshy red crest on the head of the domestic fowl and other gallinaceous birds
n. any of several tools for straightening fibers
n. ciliated comb-like swimming plate of a ctenophore","n. 头梳, 鸡冠
vt. 梳头发, 梳毛
vi. (浪)涌起",n:41/v:59,1,0,gk cet4 cet6 ky,9845,7329,comb
beggar,beggar,'begә,"n. a pauper who lives by begging
v. be beyond the resources of
v. reduce to beggary","n. 乞丐
vt. 使贫穷, 使成乞丐",v:10/n:90,1,0,cet4 cet6,9846,11674,beggar
strangle,strangle,'stræŋgl,"v. kill by squeezing the throat of so as to cut off the air
v. die from strangulation","vt. 勒死, 扼死, 压制, 使窒息, 抑制
vi. 被扼死, 被绞死, 窒息而死",v:100,1,0,,9847,9255,strangle
millimetre,millimetre,'milimi:tә,n a metric unit of length equal to one thousandth of a meter,"n. 毫米
[机] 公厘",,1,1,cet4 cet6,9848,0,millimetre
hideous,hideous,'hidiәs,"s. grossly offensive to decency or morality; causing horror
s. so extremely ugly as to be terrifying","a. 丑恶的, 可憎的, 令人沮丧的",j:100,1,0,toefl gre,9849,10934,hideous
graveyard,graveyard,'greivjɑ:d,n a tract of land used for burials,n. 墓地,n:100,1,0,,9850,9979,graveyard
almighty,almighty,ɒ:l'maiti,s. having unlimited power,"a. 万能的, 全能的",j:100,1,0,,9852,11894,almighty
adversary,adversary,'ædvәsәri,n. someone who offers opposition,"n. 敌手, 对手
a. 敌手的, 敌对的",n:100,1,0,,9853,7244,adversary
resonance,resonance,'rezәnәns,"n. an excited state of a stable particle causing a sharp maximum in the probability of absorption of electromagnetic radiation
n. a vibration of large amplitude produced by a relatively small vibration near the same frequency of vibration as the natural frequency of the resonating system
n. the quality imparted to voiced speech sounds by the action of the resonating chambers of the throat and mouth and nasal cavities","n. 共鸣, 回声, 反响, 谐振, 共振
[化] 共振; 共鸣",n:100,1,0,cet6 toefl,9855,7935,resonance
renounce,renounce,ri'nauns,"v give up, such as power, as of monarchs and emperors, or duties and obligations
v leave (a job, post, or position) voluntarily
v turn away from; give up
v cast off","vt. 拒绝, 放弃, 否认, 垫牌
vi. 垫牌, 声明放弃权利
n. 垫牌",v:100,1,0,toefl gre,9856,10656,renounce
refrigerator,refrigerator,ri'fridʒәreitә,n. white goods in which food can be stored at low temperatures,"n. 电冰箱, 冷藏库
[计] 冷冻机; 致冷器",n:100,1,1,gk cet4 cet6 toefl,9857,4133,refrigerator
idol,idol,'aidәl,"n. a material effigy that is worshipped
n. someone who is adored blindly and excessively","n. 偶像, 崇拜物, 宠儿, 幻象, 谬论",n:100,1,0,toefl gre,9859,9381,idol
blueprint,blueprint,'blu:'print,"n. something intended as a guide for making something else
n. photographic print of plans or technical drawings etc.
v. make a blueprint of","n. 蓝图, 设计图, (周详的)计划
vt. 制成蓝图, 计划",n:100,1,0,ky gre,9861,7570,blueprint
stamina,stamina,'stæminә,n. enduring strength and energy,"n. 精力, 活力, 耐力, 雄蕊
[医] 耐力, 精力; 雄蕊",n:100,1,0,toefl,9862,12821,stamina
protector,protector,prә'tektә,n a person who cares for persons or property,"n. 保护者, 保护物, 保护装置
[医] [催化]保护质, 保护器",n:100,1,0,,9863,9650,protector
dove,dove,dʌv,"n. any of numerous small pigeons
n. someone who prefers negotiations to armed conflict in the conduct of foreign relations
n. an emblem of peace","n. 鸽子
dive的过去式",n:100,1,0,cet6 ky,9864,7715,dove
lifelong,lifelong,'laiflɒŋ,s. continuing through life,"a. 终身的, 毕生的",j:100,1,0,,9865,5720,lifelong
infancy,infancy,'infәnsi,"n. the early stage of growth or development
n. the earliest state of immaturity","n. 幼年, 初期, 幼儿期
[医] 婴儿期(一足岁以内)",n:100,1,0,cet6 ky toefl,9866,10935,infancy
cosmetic,cosmetic,kɒz'metik,"n. a toiletry designed to beautify the body
s. serving an esthetic rather than a useful purpose
s. serving an aesthetic purpose in beautifying the body","n. 化妆品
a. 化妆用的",j:100,2,0,,9867,8341,cosmetic
robber,robber,'rɒbә,n. a thief who steals from someone by threatening violence,"n. 强盗, 盗贼",n:100,1,0,cet4 cet6 ielts,9868,9557,robber
cod,cod,kɒd,"n. lean white flesh of important North Atlantic food fish; usually baked or poached
n. major food fish of Arctic and cold-temperate waters","n. 鳕, 欺骗, 愚弄
v. 欺骗, 愚弄",n:100,1,0,,9869,11780,cod
subtlety,subtlety,'sʌtlti,n. the quality of being difficult to detect or analyze,"n. 微妙, 精明",n:100,1,0,,9870,11040,subtlety
provocative,provocative,prә'vɒkәtiv,"a. serving or tending to provoke, excite, or stimulate; stimulating discussion or exciting controversy
s. exciting sexual desire","a. 激发感情的, 挑拨的, 刺激的
n. 刺激物, 挑拨物, 兴奋剂",j:100,1,0,cet6 ky toefl,9872,7222,provocative
detrimental,detrimental,.detri'mentәl,s (sometimes followed by `to') causing harm or injury,a. 有害的,j:100,1,0,toefl ielts gre,9873,10826,detrimental
churn,churn,tʃә:n,"n. a vessel in which cream is agitated to separate butterfat from buttermilk
v. stir (cream) vigorously in order to make butter
v. be agitated","n. 搅乳器
v. 搅拌, 搅动",n:19/v:81,1,0,,9874,8407,churn
bulky,bulky,'bʌlki,s. of large size for its weight,"a. 庞大的
[机] 庞大, 笨重",j:100,1,0,toefl,9875,9495,bulky
twilight,twilight,'twailait,"n. the time of day immediately following sunset
n. the diffused light from the sky when the sun is below the horizon but its rays are refracted by the atmosphere of the earth
n. a condition of decline following successes","n. 暮光, 曙光, 黎明, 黄昏, 微光, 朦胧状态
a. 微明的",n:100,1,0,cet6 ielts,9876,6896,twilight
hoist,hoist,hɒist,"n. lifting device for raising heavy or cumbersome objects
v. raise or haul up with or as if with mechanical help
v. move from one place to another by lifting
v. raise","n. 升高, 起重机, 推动
v. 升起, 升高, 举起",n:20/v:80,1,0,cet6 ky toefl ielts gre,9877,9437,hoist
gym,gym,dʒim,n athletic facility equipped for sports or physical training,"n. +体育馆, 体育训练, 体育课, 体操",n:100,2,0,zk ielts,9878,3876,gym
defiance,defiance,di'faiәns,"n. intentionally contemptuous behavior or attitude
n. a hostile challenge
n. a defiant act","n. 蔑视, 挑战
[法] 挑战, 藐视, 违抗",i:17/n:83,2,0,ielts gre,9879,9592,defiance
comforting,comforting,'kʌmfәtiŋ,"s. providing freedom from worry
s. affording comfort or solace","a. 安慰的, 令人鼓舞的",j:100,1,0,,9880,7742,comforting
thorn,thorn,θɒ:n,n. a Germanic character of runic origin,"n. 刺, 棘, 荆棘",n:100,1,0,cet4 cet6 ky toefl ielts gre,9881,11159,thorn
sterile,sterile,'sterail,"a. incapable of reproducing
s. deficient in originality or creativity; lacking powers of invention","a. 不毛的, 不孕的, 无菌的, 贫瘠的, 无效的, 枯燥的
[医] 无菌的, 消毒的; 不育的",j:100,1,0,toefl gre,9882,9354,sterile
simulate,simulate,'simjuleit,v. make a pretence of,"vt. 模拟, 假装, 模仿
[法] 伪装的, 模拟的; 假装的, 伪装的, 冒充",v:100,1,0,cet6 ky toefl ielts gre,9883,7892,simulate
humiliate,humiliate,hju:'milieit,v. cause to feel shame; hurt the pride of,"vt. 使丢脸, 使蒙羞, 屈辱",v:100,1,0,ky toefl ielts gre,9886,9338,humiliate
earner,earner,'ә:nә,n. someone who earn wages in return for their labor,n. 赚钱的人,n:100,1,0,,9887,13935,earner
affluent,affluent,'æfluәnt,"n. an affluent person; a person who is financially well off
s. having an abundant supply of money or possessions of value","a. 丰富的, 富裕的
n. 支流, 富人",j:100,1,0,cet4 ky toefl gre,9888,7167,affluent
supremacy,supremacy,sju'premәsi,n power to dominate or defeat,"n. 至高无上, 霸权地位, 优势, 至上
[法] 至高权力, 无上权力, 霸权",n:100,1,0,toefl gre,9889,11573,supremacy
sticker,sticker,'stikә,"n a small sharp-pointed tip resembling a spike on a stem or leaf
n an adhesive label
n a particularly difficult or baffling question or problem
n a short knife with a pointed blade used for piercing or stabbing","n. 屠夫, 尖刀, 刺, 芒, 尖物, 携带尖刀者, 张贴物, 滞销品, (非正式)难题
[经] 呆滞商品",n:100,1,0,,9890,6709,sticker
shadowy,shadowy,'ʃædәui,s. lacking in substance,"a. 有影的, 暗黑的, 朦胧的, 虚幻的",j:100,1,0,cet6,9891,9710,shadowy
regularity,regularity,.regju'læriti,"n. a property of polygons: the property of having equal sides and equal angles
n. the quality of being characterized by a fixed principle or rate","n. 规则性, 匀整, 正规, 经常
[医] 规律性",n:100,1,0,cet6,9892,12202,regularity
